Player,Injury,Start Date,Return Date,Days Missed,Injury Category,Refined Injury Category
Maurice Harkless / Moe Harkless,placed on IL,2015-01-02,2015-01-10,8,Unknown,Unknown
Maurice Harkless / Moe Harkless,sprained right ankle,2022-03-07,2022-03-12,5,Ankle,Ankle
Maurice Harkless / Moe Harkless,sprained right ankle,2022-02-09,2022-02-12,3,Ankle,Ankle
Maurice Harkless / Moe Harkless,sore left knee,2021-11-30,2021-12-08,8,Knee,Knee
Maurice Harkless / Moe Harkless,left forearm injury,2021-01-06,2021-01-09,3,Unknown,Unknown
Maurice Harkless / Moe Harkless,left knee injury,2018-10-29,2018-11-21,23,Knee,Knee
Maurice Harkless / Moe Harkless,left knee injury,2019-03-15,2019-03-16,1,Knee,Knee
Maurice Harkless / Moe Harkless,sore lower back,2020-01-18,2020-01-21,3,Back,Back
Maurice Harkless / Moe Harkless,placed on IL,2018-12-12,2018-12-14,2,Unknown,Unknown
Maurice Harkless / Moe Harkless,placed on IL,2015-01-21,2015-01-25,4,Unknown,Unknown
Maurice Harkless / Moe Harkless,placed on IL,2015-01-26,2015-01-31,5,Unknown,Unknown
Maurice Harkless / Moe Harkless,placed on IL,2015-02-22,2015-02-27,5,Unknown,Unknown
Maurice Harkless / Moe Harkless,sprained left ankle,2016-12-08,2016-12-10,2,Ankle,Ankle
Maurice Harkless / Moe Harkless,left quadriceps injury,2017-12-09,2017-12-13,4,Unknown,Unknown
Maurice Harkless / Moe Harkless,sore left knee,2018-03-03,2018-03-09,6,Knee,Knee
Maurice Harkless / Moe Harkless,left knee injury,2018-12-30,2019-01-01,2,Knee,Knee
Maurice Ndour / Maurice N'dour,placed on IL,2016-12-09,2016-12-15,6,Unknown,Unknown
Maurice Ndour / Maurice N'dour,placed on IL,2016-11-06,2016-11-09,3,Unknown,Unknown
Maurice Ndour / Maurice N'dour,placed on IL,2016-11-11,2016-11-12,1,Unknown,Unknown
Maurice Ndour / Maurice N'dour,placed on IL,2016-12-04,2016-12-07,3,Unknown,Unknown
Maurice Ndour / Maurice N'dour,placed on IL,2016-12-20,2016-12-30,10,Unknown,Unknown
Maurice Ndour / Maurice N'dour,placed on IL,2016-10-25,2016-10-29,4,Unknown,Unknown
Maurice Ndour / Maurice N'dour,placed on IL,2017-01-04,2017-01-09,5,Unknown,Unknown
Maurice Ndour / Maurice N'dour,placed on IL,2017-01-11,2017-01-12,1,Unknown,Unknown
Maurice Ndour / Maurice N'dour,placed on IL,2017-02-12,2017-02-15,3,Unknown,Unknown
Maurice Ndour / Maurice N'dour,sprained right ankle,2017-03-05,2017-03-16,11,Ankle,Ankle
Maurice Ndour / Maurice N'dour,placed on IL,2017-03-20,2017-03-25,5,Unknown,Unknown
Maurice Williams / Mo Williams,knee injury,2014-04-09,2014-04-11,2,Knee,Knee
Maurice Williams / Mo Williams,left knee injury,2016-04-09,2016-05-02,23,Knee,Knee
Maurice Williams / Mo Williams,left knee injury,2016-02-28,2016-03-26,27,Knee,Knee
Maurice Williams / Mo Williams,sprained right thumb,2015-12-20,2015-12-23,3,Unknown,Unknown
Max Strus,placed on IL,2019-12-04,2019-12-09,5,Unknown,Unknown
Max Strus,bruised right quadriceps,2022-02-05,2022-02-07,2,Unknown,Unknown
Max Strus,placed on IL,2019-11-25,2019-11-27,2,Unknown,Unknown
Max Strus,placed on IL,2019-10-23,2019-11-20,28,Unknown,Unknown
Max Strus,right shoulder injury,2022-11-23,2022-11-27,4,Shoulder,Shoulder
Max Strus,sprained left knee,2021-11-01,2021-11-11,10,Knee,Knee
Maximilian Kleber / Maxi Kleber,strained left oblique muscle,2021-11-02,2021-11-21,19,Unknown,Unknown
Maximilian Kleber / Maxi Kleber,right hamstring injury,2023-03-08,2023-03-10,2,Hamstring,Soft Tissue Injury
Maximilian Kleber / Maxi Kleber,right hamstring injury,2023-03-05,2023-03-07,2,Hamstring,Soft Tissue Injury
Maximilian Kleber / Maxi Kleber,right hamstring injury,2022-12-14,2023-02-28,76,Hamstring,Soft Tissue Injury
Maximilian Kleber / Maxi Kleber,bruised lower back,2022-11-16,2022-11-26,10,Back,Back
Maximilian Kleber / Maxi Kleber,sore right ankle,2022-04-06,2022-04-13,7,Ankle,Ankle
Maximilian Kleber / Maxi Kleber,sore right ankle,2022-03-03,2022-03-07,4,Ankle,Ankle
Maximilian Kleber / Maxi Kleber,bruised lower back,2021-04-22,2021-04-24,2,Back,Back
Maximilian Kleber / Maxi Kleber,bruised right knee,2019-11-03,2019-11-06,3,Knee,Knee
Maximilian Kleber / Maxi Kleber,bruised right knee,2019-04-07,2019-04-09,2,Knee,Knee
Maximilian Kleber / Maxi Kleber,sprained left wrist,2019-03-20,2019-03-21,1,Wrist,Wrist
Maximilian Kleber / Maxi Kleber,left knee injury,2019-03-06,2019-03-10,4,Knee,Knee
Maximilian Kleber / Maxi Kleber,illness,2019-02-23,2019-02-25,2,Unknown,General Ailments
Maximilian Kleber / Maxi Kleber,toe injury,2018-12-18,2018-12-20,2,Foot,Unknown
Maximilian Kleber / Maxi Kleber,left big toe injury,2018-12-08,2018-12-10,2,Foot,Unknown
Maximilian Kleber / Maxi Kleber,sore right knee,2018-12-02,2018-12-04,2,Knee,Knee
McKinley Wright IV,UCL injury in left elbow,2022-02-06,2022-03-07,29,Elbow,Elbow
McKinley Wright IV,placed on IL,2021-11-26,2021-12-21,25,Unknown,Unknown
McKinley Wright IV,placed on IL,2021-10-23,2021-11-22,30,Unknown,Unknown
McKinley Wright IV,right foot injury,2023-01-18,2023-01-22,4,Foot,Unknown
Melvin Frazier Jr.,sore lower back,2020-08-22,2020-08-28,6,Back,Back
Melvin Frazier Jr.,placed on IL,2019-01-29,2019-01-31,2,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2019-03-22,2019-03-28,6,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2018-12-13,2019-01-12,30,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2019-01-23,2019-01-25,2,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2019-01-18,2019-01-21,3,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2018-11-30,2018-12-10,10,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2018-11-14,2018-11-28,14,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2018-10-22,2018-11-02,11,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2018-10-17,2018-10-20,3,Unknown,Unknown
Melvin Frazier Jr.,placed on IL,2019-02-22,2019-03-02,8,Unknown,Unknown
Melvin Frazier Jr.,bruised left shoulder,2019-11-02,2019-11-05,3,Shoulder,Shoulder
Metta World Peace / Ron Artest,placed on IL,2016-12-25,2016-12-29,4,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2017-02-08,2017-03-12,32,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2017-01-22,2017-02-06,15,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2017-01-12,2017-01-14,2,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2017-01-08,2017-01-10,2,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2017-01-01,2017-01-05,4,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-11-20,2016-11-22,2,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-11-10,2016-11-18,8,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-11-02,2016-11-08,6,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-02-19,2016-03-04,14,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-02-02,2016-02-08,6,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-01-17,2016-01-28,11,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-01-12,2016-01-14,2,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-01-07,2016-01-08,1,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2015-12-27,2016-01-01,5,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2015-12-15,2015-12-19,4,Unknown,Unknown
Metta World Peace / Ron Artest,placed on IL,2016-03-30,2016-04-03,4,Unknown,Unknown
Metta World Peace / Ron Artest,sore left knee,2014-01-07,2014-01-24,17,Knee,Knee
Metta World Peace / Ron Artest,placed on IL,2015-10-28,2015-11-01,4,Unknown,Unknown
Meyers Leonard,strained left shoulder,2021-01-27,2021-03-25,57,Shoulder,Shoulder
Meyers Leonard,sprained left ankle,2020-02-05,2020-07-31,177,Ankle,Ankle
Meyers Leonard,dislocated left shoulder,2015-11-13,2015-11-27,14,Shoulder,Shoulder
Meyers Leonard,strained left shoulder,2014-12-30,2015-01-03,4,Shoulder,Shoulder
Meyers Leonard,upper respiratory illness,2014-10-29,2014-11-02,4,Unknown,General Ailments
Meyers Leonard,sprained left ankle,2014-02-19,2014-03-01,10,Ankle,Ankle
Meyers Leonard,sprained right ankle,2017-11-01,2017-11-15,14,Ankle,Ankle
Michael Beasley,placed on IL,2014-05-24,2014-05-26,2,Unknown,Unknown
Michael Beasley,placed on IL,2014-05-30,2014-06-15,16,Unknown,Unknown
Michael Beasley,sprained left foot,2016-12-15,2016-12-23,8,Foot,Unknown
Michael Beasley,placed on IL,2017-01-05,2017-01-12,7,Unknown,Unknown
Michael Beasley,hyperextended left knee,2017-03-01,2017-03-31,30,Knee,Knee
Michael Beasley,sprained right ankle,2014-04-20,2014-05-06,16,Ankle,Ankle
Michael Beasley,illness,2018-04-03,2018-04-06,3,Unknown,General Ailments
Michael Beasley,sprained left ankle,2018-01-07,2018-01-10,3,Ankle,Ankle
Michael Carter-Williams,sore knee,2017-10-23,2017-11-05,13,Knee,Knee
Michael Carter-Williams,bruised left hip,2019-11-01,2019-11-05,4,Hip,Unknown
Michael Carter-Williams,strained left ankle,2015-11-06,2015-11-14,8,Ankle,Ankle
Michael Carter-Williams,left ankle injury,2021-10-19,2022-02-10,114,Ankle,Ankle
Michael Carter-Williams,sprained left shoulder,2019-12-23,2020-01-18,26,Shoulder,Shoulder
Michael Carter-Williams,nose injury,2019-12-04,2019-12-06,2,Head,Head
Michael Carter-Williams,bone bruise in left knee,2016-11-02,2016-12-26,54,Knee,Knee
Michael Carter-Williams,sore left foot,2021-01-05,2021-02-12,38,Foot,Unknown
Michael Carter-Williams,illness,2021-03-19,2021-03-21,2,Unknown,General Ailments
Michael Carter-Williams,hip injury,2019-11-20,2019-12-03,13,Hip,Unknown
Michael Carter-Williams,patellar tendinitis in knee,2017-02-25,2017-03-10,13,Knee,Knee
Michael Frazier II,placed on IL,2020-02-22,2020-07-31,160,Unknown,Unknown
Michael Frazier II,placed on IL,2019-12-28,2020-01-09,12,Unknown,Unknown
Michael Gbinije,placed on IL,2016-12-06,2016-12-11,5,Unknown,Unknown
Michael Gbinije,placed on IL,2017-03-01,2017-03-27,26,Unknown,Unknown
Michael Gbinije,placed on IL,2017-02-08,2017-02-28,20,Unknown,Unknown
Michael Gbinije,arm injury,2017-01-21,2017-02-06,16,Unknown,Unknown
Michael Gbinije,placed on IL,2016-12-28,2017-01-18,21,Unknown,Unknown
Michael Gbinije,placed on IL,2016-11-07,2016-11-25,18,Unknown,Unknown
Michael Gbinije,placed on IL,2016-12-19,2016-12-26,7,Unknown,Unknown
Michael Gbinije,illness,2017-04-05,2017-04-10,5,Unknown,General Ailments
Michael Kidd-Gilchrist,conditioning,2020-07-30,2020-08-02,3,Unknown,Unknown
Michael Kidd-Gilchrist,illness,2020-01-06,2020-01-08,2,Unknown,General Ailments
Michael Kidd-Gilchrist,right foot injury,2014-11-14,2014-12-10,26,Foot,Unknown
Michael Kidd-Gilchrist,placed on IL  surgery on right shoulder to repair torn labrum,2015-10-28,2016-01-29,93,Shoulder,Shoulder
Michael Kidd-Gilchrist,sore lower back,2016-11-11,2016-11-13,2,Back,Back
Michael Kidd-Gilchrist,sprained right ankle,2018-11-13,2018-11-26,13,Ankle,Ankle
Michael Kidd-Gilchrist,strained left knee,2019-03-09,2019-03-15,6,Knee,Knee
Michael Kidd-Gilchrist,concussion,2019-03-26,2019-03-26,0,Head,Head
Michael Kidd-Gilchrist,bruised ribs,2014-11-04,2014-11-07,3,Unknown,Unknown
Michael Kidd-Gilchrist,illness,2020-03-08,2020-03-11,3,Unknown,General Ailments
Michael Porter Jr.,back injury,2022-10-26,2022-10-28,2,Back,Back
Michael Porter Jr.,bruised left heel,2022-11-23,2022-12-23,30,Unknown,Unknown
Michael Porter Jr.,right ankle injury,2020-02-02,2020-02-20,18,Ankle,Ankle
Mike Conley Jr.,sprained right ankle,2015-01-16,2015-01-19,3,Ankle,Ankle
Mike Conley Jr.,sprained right ankle,2014-02-01,2014-02-18,17,Ankle,Ankle
Mike Conley Jr.,placed on IL for rest,2015-03-12,2015-03-20,8,Unknown,Unknown
Mike Conley Jr.,right knee injury,2022-01-06,2022-01-08,2,Knee,Knee
Mike Conley Jr.,left hamstring injury,2019-12-04,2019-12-17,13,Hamstring,Soft Tissue Injury
Mike Conley Jr.,left hamstring injury,2019-12-19,2020-01-18,30,Hamstring,Soft Tissue Injury
Mike Conley Jr.,right knee injury,2021-11-07,2021-11-09,2,Knee,Knee
Mike Conley Jr.,right knee injury,2021-10-29,2021-10-31,2,Knee,Knee
Mike Conley Jr.,strained right hamstring,2021-06-08,2021-06-18,10,Hamstring,Soft Tissue Injury
Mike Conley Jr.,right hamstring injury,2021-04-27,2021-05-14,17,Hamstring,Soft Tissue Injury
Mike Conley Jr.,right knee injury,2022-04-06,2022-04-08,2,Knee,Knee
Mike Conley Jr.,right knee injury,2022-03-19,2022-03-21,2,Knee,Knee
Mike Conley Jr.,right knee injury,2022-03-05,2022-03-07,2,Knee,Knee
Mike Conley Jr.,right knee injury,2022-01-24,2022-01-25,1,Knee,Knee
Mike Conley Jr.,right hamstring injury,2021-03-27,2021-03-28,1,Hamstring,Soft Tissue Injury
Mike Conley Jr.,right hamstring injury,2021-04-03,2021-04-05,2,Hamstring,Soft Tissue Injury
Mike Conley Jr.,sore right knee,2021-04-17,2021-04-19,2,Knee,Knee
Mike Conley Jr.,sore right knee,2020-08-12,2020-08-21,9,Knee,Knee
Mike Conley Jr.,right hamstring injury,2021-02-06,2021-02-19,13,Hamstring,Soft Tissue Injury
Mike Conley Jr.,sore left knee,2019-02-01,2019-02-03,2,Knee,Knee
Mike Conley Jr.,left hamstring injury,2018-12-17,2018-12-19,2,Hamstring,Soft Tissue Injury
Mike Conley Jr.,sore right knee,2020-08-06,2020-08-08,2,Knee,Knee
Mike Conley Jr.,laceration above right eye,2017-04-05,2017-04-07,2,Head,Head
Mike Conley Jr.,sore lower back,2016-12-06,2016-12-16,10,Back,Back
Mike Conley Jr.,placed on IL  surgery to repair facial fracture near left eye,2015-04-27,2015-05-05,8,Head,Head
Mike Conley Jr.,placed on IL,2020-02-10,2020-02-21,11,Unknown,Unknown
Mike Conley Jr.,placed on IL,2020-01-30,2020-02-01,2,Unknown,Unknown
Mike Conley Jr.,sprained foot,2015-04-10,2015-04-19,9,Foot,Unknown
Mike Conley Jr.,right hamstring injury,2021-03-18,2021-03-19,1,Hamstring,Soft Tissue Injury
Mike Conley Jr.,right hamstring injury,2021-02-27,2021-02-28,1,Hamstring,Soft Tissue Injury
Mike Dunleavy Jr.,right ankle injury,2015-01-03,2015-02-10,38,Ankle,Ankle
Mike Dunleavy Jr.,concussion,2016-12-01,2016-12-05,4,Head,Head
Mike Dunleavy Jr.,placed on IL,2017-01-07,2017-01-13,6,Unknown,Unknown
Mike Dunleavy Jr.,sore right ankle,2017-02-27,2017-03-20,21,Ankle,Ankle
Mike Dunleavy Jr.,sore right ankle,2017-03-29,2017-04-01,3,Ankle,Ankle
Mike Dunleavy Jr.,placed on IL  surgery on back,2015-10-27,2016-02-06,102,Back,Back
Mike Miller,concussion,2014-12-08,2014-12-19,11,Head,Head
Mike Miller,placed on IL,2017-03-24,2017-03-26,2,Unknown,Unknown
Mike Miller,placed on IL,2017-03-28,2017-03-31,3,Unknown,Unknown
Mike Miller,placed on IL,2016-02-05,2016-02-07,2,Unknown,Unknown
Mike Muscala,finger injury,2022-11-23,2022-12-05,12,Hand/Finger,Hand/Finger
Mike Muscala,sprained left ankle,2017-11-06,2017-11-18,12,Ankle,Ankle
Mike Muscala,concussion,2020-08-04,2020-08-08,4,Head,Head
Mike Muscala,sprained right ankle,2018-10-16,2018-10-23,7,Ankle,Ankle
Mike Muscala,fractured nose,2018-11-07,2018-11-10,3,Head,Head
Mike Muscala,sprained right ankle,2019-02-21,2019-02-23,2,Ankle,Ankle
Mike Muscala,sore right ankle,2021-12-01,2021-12-02,1,Ankle,Ankle
Mike Muscala,sore right ankle,2019-03-22,2019-03-24,2,Ankle,Ankle
Mike Muscala,placed on IL,2021-11-20,2021-11-22,2,Unknown,Unknown
Mike Muscala,placed on IL,2021-11-14,2021-11-15,1,Unknown,Unknown
Mike Muscala,sprained left ankle,2017-12-02,2018-01-02,31,Ankle,Ankle
Mike Muscala,placed on IL,2021-10-27,2021-10-30,3,Unknown,Unknown
Mike Muscala,ankle injury,2015-10-29,2015-11-01,3,Ankle,Ankle
Mike Muscala,placed on IL,2015-02-08,2015-02-20,12,Unknown,Unknown
Mike Muscala,placed on IL,2014-12-07,2014-12-08,1,Unknown,Unknown
Mike Muscala,sore/sprained left ankle,2017-01-18,2017-01-27,9,Ankle,Ankle
Mike Tobey,placed on IL,2017-02-09,2017-02-11,2,Unknown,Unknown
Mike Young,placed on IL,2017-10-18,2017-10-20,2,Unknown,Unknown
Miles Plumlee,strained right calf,2017-02-28,2017-03-24,24,Calf,Soft Tissue Injury
Miles Plumlee,left knee injury,2018-12-08,2018-12-29,21,Knee,Knee
Miles Plumlee,strained right quadriceps,2017-10-18,2017-11-20,33,Unknown,Unknown
Milos Teodosic,placed on IL for rest,2017-12-15,2017-12-16,1,Unknown,Unknown
Milton Doyle,placed on IL,2018-01-17,2018-02-07,21,Unknown,Unknown
Milton Doyle,placed on IL,2018-02-10,2018-03-17,35,Unknown,Unknown
Milton Doyle,placed on IL,2017-12-20,2017-12-26,6,Unknown,Unknown
Milton Doyle,placed on IL,2018-03-19,2018-04-03,15,Unknown,Unknown
Mindaugas Kuzminskas,placed on IL,2017-01-09,2017-01-11,2,Unknown,Unknown
Mindaugas Kuzminskas,placed on IL,2017-10-19,2017-11-08,20,Unknown,Unknown
Mirza Teletovic,blood clots in lungs,2015-01-24,2015-04-22,88,Unknown,Unknown
Mirza Teletovic,placed on IL,2014-12-12,2014-12-16,4,Unknown,Unknown
Mitch McGary,placed on IL,2015-11-30,2015-12-31,31,Unknown,Unknown
Mitch McGary,placed on IL,2016-01-22,2016-01-26,4,Unknown,Unknown
Mitch McGary,shin/tibia injury,2014-12-16,2015-02-02,48,Unknown,Unknown
Mitch McGary,fractured left foot,2014-10-29,2014-12-14,46,Foot,Bone Fracture
Mitch McGary,placed on IL,2016-02-19,2016-02-21,2,Unknown,Unknown
Mitch McGary,placed on IL,2016-03-06,2016-03-09,3,Unknown,Unknown
Mitch McGary,placed on IL,2015-02-04,2015-02-08,4,Unknown,Unknown
Mitch McGary,placed on IL,2016-03-16,2016-03-18,2,Unknown,Unknown
Mitchell Robinson,sprained left ankle,2022-01-24,2022-01-26,2,Ankle,Ankle
Mitchell Robinson,concussion,2021-11-21,2021-11-26,5,Head,Head
Mitchell Robinson,hip flexor injury,2021-11-08,2021-11-10,2,Hip,Unknown
Mitchell Robinson,fractured right hand,2021-02-13,2021-03-21,36,Hand/Finger,Hand/Finger
Mitchell Robinson,left hamstring injury,2020-03-04,2020-03-06,2,Hamstring,Soft Tissue Injury
Mitchell Robinson,concussion,2019-11-08,2019-11-14,6,Head,Head
Mitchell Robinson,sprained right ankle,2019-10-23,2019-10-25,2,Ankle,Ankle
Mitchell Robinson,illness,2019-02-03,2019-02-05,2,Unknown,General Ailments
Mitchell Robinson,"left ankle, groin injury",2018-12-16,2019-01-17,32,Ankle,Ankle
Mitchell Robinson,sore lower back,2022-02-08,2022-02-10,2,Back,Back
Mitchell Robinson,sprained right knee,2022-11-05,2022-11-20,15,Knee,Knee
Miye Oni,placed on IL,2022-01-05,2022-01-07,2,Unknown,Unknown
Miye Oni,sprained right ankle,2021-12-20,2021-12-23,3,Ankle,Ankle
Mohamed Bamba / Mo Bamba,back spasms,2022-11-30,2022-12-07,7,Back,Back
Mohamed Bamba / Mo Bamba,illness,2020-02-12,2020-02-20,8,Unknown,General Ailments
Mohamed Bamba / Mo Bamba,bruised left hip,2021-04-14,2021-04-18,4,Hip,Unknown
Mohamed Bamba / Mo Bamba,sore left foot,2019-01-12,2019-01-18,6,Foot,Unknown
Mohamed Bamba / Mo Bamba,sprained right toe,2022-01-12,2022-01-15,3,Foot,Unknown
Mohamed Bamba / Mo Bamba,right big toe injury,2021-03-21,2021-03-24,3,Foot,Unknown
Mohamed Bamba / Mo Bamba,sprained right ankle,2019-12-27,2019-12-30,3,Ankle,Ankle
Monta Ellis,right calf injury,2015-03-29,2015-04-15,17,Calf,Soft Tissue Injury
Monta Ellis,strained right groin,2016-12-12,2016-12-28,16,Groin,Groin
Monte Morris,sore left elbow,2022-04-10,2022-04-15,5,Elbow,Elbow
Monte Morris,concussion,2022-02-10,2022-02-16,6,Head,Head
Monte Morris,placed on IL,2017-12-22,2018-02-09,49,Unknown,Unknown
Monte Morris,strained left quadriceps,2021-03-13,2021-04-04,22,Unknown,Unknown
Monte Morris,sore right ankle,2022-11-20,2022-11-27,7,Ankle,Ankle
Monte Morris,right hamstring injury,2021-05-13,2021-05-14,1,Hamstring,Soft Tissue Injury
Monte Morris,strained right hamstring,2021-04-19,2021-05-11,22,Hamstring,Soft Tissue Injury
Monte Morris,sore lower back,2023-02-26,2023-03-08,10,Back,Back
Monte Morris,left groin injury,2023-03-26,2023-03-28,2,Groin,Groin
Monte Morris,back injury,2023-02-08,2023-02-11,3,Back,Back
Monte Morris,"right hamstring, rib injuries",2023-01-25,2023-01-28,3,Hamstring,Soft Tissue Injury
Monte Morris,placed on IL,2017-10-18,2017-12-12,55,Unknown,Unknown
Monte Morris,left groin injury,2022-12-10,2022-12-12,2,Groin,Groin
Montrezl Harrell,placed on IL,2015-12-08,2015-12-15,7,Unknown,Unknown
Montrezl Harrell,placed on IL,2016-03-23,2016-04-13,21,Unknown,Unknown
Montrezl Harrell,illness,2019-12-28,2019-12-30,2,Unknown,General Ailments
Moritz Wagner / Moe Wagner,sprained left ankle,2019-12-16,2020-02-02,48,Ankle,Ankle
Moritz Wagner / Moe Wagner,illness,2022-01-03,2022-01-07,4,Unknown,General Ailments
Moritz Wagner / Moe Wagner,rib injury,2022-02-08,2022-03-05,25,Unknown,Unknown
Moses Moody,sore right shoulder,2022-03-20,2022-03-22,2,Shoulder,Shoulder
Moussa Diabate,illness,2023-01-15,2023-01-17,2,Unknown,General Ailments
Myke Henry,placed on IL,2018-03-09,2018-04-04,26,Unknown,Unknown
Myke Henry,placed on IL,2018-01-17,2018-01-19,2,Unknown,Unknown
Myke Henry,placed on IL,2018-02-04,2018-02-11,7,Unknown,Unknown
Myles Turner,sore left ankle,2018-11-23,2018-11-26,3,Ankle,Ankle
Myles Turner,sore lower back,2023-03-11,2023-03-16,5,Back,Back
Myles Turner,sprained left ankle,2018-03-17,2018-03-19,2,Ankle,Ankle
Myles Turner,concussion,2017-10-20,2018-01-27,99,Head,Head
Myles Turner,sore right ankle,2019-04-10,2019-04-13,3,Ankle,Ankle
Myles Turner,bruised left hip,2019-02-22,2019-02-25,3,Hip,Unknown
Myles Turner,sore right shoulder,2019-01-06,2019-01-15,9,Shoulder,Shoulder
Myles Turner,sprained right wrist,2020-08-13,2020-08-18,5,Wrist,Wrist
Myles Turner,illness,2020-01-26,2020-01-31,5,Unknown,General Ailments
Myles Turner,back spasms,2023-01-13,2023-01-16,3,Back,Back
Myles Turner,right hamstring injury,2022-12-05,2022-12-07,2,Hamstring,Soft Tissue Injury
Myles Turner,illness,2021-11-29,2021-12-01,2,Unknown,General Ailments
Myles Turner,sprained left ankle,2021-04-07,2021-04-18,11,Ankle,Ankle
Myles Turner,sprained left ankle,2021-03-22,2021-03-24,2,Ankle,Ankle
Myles Turner,fractured right hand,2021-01-17,2021-01-22,5,Hand/Finger,Hand/Finger
Myles Turner,sprained right ankle,2019-11-01,2019-11-16,15,Ankle,Ankle
Nah'Shon Hyland / Bones Hyland,finger injury,2023-01-24,2023-01-25,1,Hand/Finger,Hand/Finger
Nah'Shon Hyland / Bones Hyland,illness,2022-11-23,2022-11-30,7,Unknown,General Ailments
Nah'Shon Hyland / Bones Hyland,illness,2022-11-13,2022-11-16,3,Unknown,General Ailments
Nah'Shon Hyland / Bones Hyland,sprained right ankle,2021-11-22,2021-11-29,7,Ankle,Ankle
Naji Marshall,right big toe injury,2023-01-23,2023-01-25,2,Foot,Unknown
Naji Marshall,illness,2022-11-28,2022-12-02,4,Unknown,General Ailments
Naji Marshall,sprained left ankle,2021-01-29,2021-02-06,8,Ankle,Ankle
Nando De Colo,placed on IL,2014-01-07,2014-01-12,5,Unknown,Unknown
Nassir Little,dehydraftion,2020-08-13,2020-08-29,16,Unknown,Unknown
Nassir Little,sprained left knee,2021-02-02,2021-02-11,9,Knee,Knee
Nassir Little,illness,2023-03-17,2023-03-19,2,Unknown,General Ailments
Nassir Little,concussion protocols,2023-03-22,2023-03-24,2,Head,Head
Nassir Little,sprained right thumb,2021-03-27,2021-04-03,7,Unknown,Unknown
Nassir Little,back spasms,2021-05-12,2021-05-15,3,Back,Back
Nassir Little,sprained left ankle,2021-11-30,2021-12-08,8,Ankle,Ankle
Nassir Little,illness,2021-12-21,2021-12-26,5,Unknown,General Ailments
Nassir Little,strained right hip,2022-11-30,2023-01-15,46,Hip,Unknown
Nate Darling,sprained right ankle,2021-04-14,2021-05-01,17,Ankle,Ankle
Nate Wolters,placed on IL,2017-11-15,2017-11-17,2,Unknown,Unknown
Nate Wolters,placed on IL,2017-12-04,2017-12-13,9,Unknown,Unknown
Nate Wolters,placed on IL,2017-10-24,2017-11-13,20,Unknown,Unknown
Nate Wolters,placed on IL,2017-10-20,2017-10-21,1,Unknown,Unknown
Nate Wolters,placed on IL,2017-11-22,2017-11-28,6,Unknown,Unknown
Naz Reid,placed on IL,2022-11-11,2022-11-16,5,Unknown,Unknown
Naz Reid,placed on IL,2019-11-20,2019-12-08,18,Unknown,Unknown
Naz Reid,sore right foot,2021-11-15,2021-11-17,2,Foot,Unknown
Naz Reid,sore right shoulder,2019-10-23,2019-11-18,26,Shoulder,Shoulder
Naz Reid,back spasms,2022-03-14,2022-03-19,5,Back,Back
Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long,placed on IL,2019-11-25,2020-02-27,94,Unknown,Unknown
Nazr Mohammed,placed on IL for rest,2016-04-11,2016-04-12,1,Unknown,Unknown
Nazr Mohammed,strained right calf,2016-04-18,2016-04-25,7,Calf,Soft Tissue Injury
Neemias Queta,placed on IL,2021-10-20,2021-12-01,42,Unknown,Unknown
Neemias Queta,placed on IL,2021-12-08,2021-12-17,9,Unknown,Unknown
Nemanja Bjelica,back spasms,2022-01-31,2022-02-10,10,Back,Back
Nemanja Bjelica,sore right ankle,2016-12-09,2016-12-13,4,Ankle,Ankle
Nemanja Bjelica,placed on IL,2015-11-25,2015-11-29,4,Unknown,Unknown
Nemanja Bjelica,back spasms,2021-01-27,2021-02-01,5,Back,Back
Nemanja Bjelica,illness,2022-03-16,2022-03-20,4,Unknown,General Ailments
Nemanja Bjelica,sprained left foot,2017-11-24,2017-12-25,31,Foot,Unknown
Nemanja Nedovic,placed on IL,2014-03-07,2014-03-11,4,Unknown,Unknown
