Player,Injury,Start Date,Return Date,Days Missed,Standardized Injury
Stephen Curry,placed on IL with left leg injury,2023-02-05,2023-03-05,28,placed on IL with left oblique injury
Stephen Curry,placed on IL with bruised right thigh,2017-11-13,2017-11-16,3,placed on IL with bruised right shin
Stephen Curry,placed on IL with bruised right hand,2017-11-27,2017-11-29,2,placed on IL with bruised head
Stephen Curry,placed on IL with sprained right ankle,2017-12-06,2018-01-13,38,placed on IL with right high ankle sprain
Stephen Curry,placed on IL with sprained right ankle,2018-03-09,2018-03-23,14,placed on IL with right high ankle sprain
Stephen Curry,placed on IL with sprained MCL in left knee,2018-03-25,2018-05-01,37,placed on IL with sprained left index finger
Stephen Curry,placed on IL with strained left groin,2018-11-10,2018-12-01,21,placed on IL with sore/strained left groin
Stephen Curry,placed on IL with sprained right ankle,2016-04-18,2016-04-24,6,placed on IL with right high ankle sprain
Stephen Curry,placed on IL,2019-03-23,2019-03-24,1,placed on IL
Stephen Curry,placed on IL with left shoulder injury,2022-12-15,2023-01-10,26,placed on IL with right shoulder injury
Stephen Curry,placed on IL with bruised left hip,2021-11-19,2021-11-20,1,placed on IL with bruised head
Stephen Curry,placed on IL,2021-12-18,2021-12-20,2,placed on IL
Stephen Curry,placed on IL with bruised left quadricep,2022-01-06,2022-01-08,2,placed on IL with bruised left quadriceps
Stephen Curry,placed on IL with right hand injury,2022-01-15,2022-01-18,3,placed on IL with right adductor injury
Stephen Curry,placed on IL with toe injury,2022-02-01,2022-02-02,1,placed on IL with kidney stone
Stephen Curry,placed on IL with sore left hand,2022-03-07,2022-03-08,1,placed on IL with sore left hip
Stephen Curry,placed on IL with sprained left foot,2022-03-17,2022-04-16,30,placed on IL with sprained left foot
Stephen Curry,placed on IL with sore right elbow,2022-11-21,2022-11-23,2,placed on IL with sore right elbow
Stephen Curry,placed on IL with sprained right ankle,2019-04-10,2019-04-12,2,placed on IL with right high ankle sprain
Stephen Curry,placed on IL with fractured left hand,2019-11-01,2020-03-04,124,placed on IL with fractured left thumb
Stephen Zimmerman Jr.,placed on IL,2016-12-16,2016-12-22,6,placed on IL
Stephen Zimmerman Jr.,placed on IL,2017-04-08,2017-04-12,4,placed on IL
Stephen Zimmerman Jr.,placed on IL,2017-03-20,2017-03-22,2,placed on IL
Stephen Zimmerman Jr.,placed on IL,2017-01-01,2017-02-13,43,placed on IL
Stephen Zimmerman Jr.,placed on IL,2016-11-29,2016-12-10,11,placed on IL
Stephen Zimmerman Jr.,placed on IL,2016-10-26,2016-10-28,2,placed on IL
Stephen Zimmerman Jr.,placed on IL,2016-11-14,2016-11-16,2,placed on IL
Stephen Zimmerman Jr.,placed on IL,2016-11-11,2016-11-13,2,placed on IL
Stephen Zimmerman Jr.,placed on IL,2016-11-03,2016-11-09,6,placed on IL
Stephen Zimmerman Jr.,placed on IL,2016-10-29,2016-11-01,3,placed on IL
Stephen Zimmerman Jr.,placed on IL,2016-11-23,2016-11-25,2,placed on IL
Sterling Brown,placed on IL with sore left foot,2022-01-19,2022-02-10,22,placed on IL with sore foot
Sterling Brown,placed on IL with NBA health and safety protocols,2022-03-25,2022-04-04,10,placed on IL with NBA health and safety protocols
Sterling Brown,placed on IL with sprained left ankle,2021-10-28,2021-10-31,3,placed on IL with strained left calf (P)
Sterling Brown,placed on IL with illness,2020-01-24,2020-01-27,3,placed on IL with illness
Sterling Brown,placed on IL with sprained right shoulder,2019-11-29,2019-12-04,5,placed on IL with sprained right shoulder
Sterling Brown,placed on IL with right wrist injury,2019-02-25,2019-03-19,22,placed on IL with right wrist injury
Sterling Brown,placed on IL,2018-11-14,2018-11-16,2,placed on IL
Sterling Brown,placed on IL,2017-11-28,2018-04-11,134,placed on IL
Sterling Brown,placed on IL,2017-11-10,2017-11-22,12,placed on IL
Sterling Brown,placed on IL with sore left foot,2021-12-07,2021-12-19,12,placed on IL with sore foot
Steve Nash,placed on IL with back injury (out for season),2014-10-28,2015-04-01,155,placed on IL with left big toe injury (out for season)
Steve Nash,placed on IL with nerve root irritation,2014-03-03,2014-03-21,18,placed on IL with nerve root irritation
Steve Novak,placed on IL with appendectomy (date approximate),2015-02-25,2015-03-13,16,placed on IL with appendectomy (date approximate)
Steve Novak,placed on IL,2016-11-06,2016-11-19,13,placed on IL
Steve Novak,placed on IL,2015-10-28,2015-10-30,2,placed on IL
Steve Novak,placed on IL,2015-11-01,2015-11-13,12,placed on IL
Steve Novak,placed on IL,2015-11-23,2015-11-30,7,placed on IL
Steve Novak,placed on IL,2015-12-31,2016-01-04,4,placed on IL
Steve Novak,placed on IL,2016-01-06,2016-01-22,16,placed on IL
Steve Novak,placed on IL,2016-11-01,2016-11-05,4,placed on IL
Steve Novak,placed on IL,2017-01-10,2017-02-01,22,placed on IL
Steve Novak,placed on IL,2016-11-25,2016-11-27,2,placed on IL
Steve Novak,placed on IL,2016-12-01,2016-12-15,14,placed on IL
Steven Adams,placed on IL with toe injury,2021-04-26,2021-04-28,2,placed on IL with kidney stone
Steven Adams,placed on IL with left calf injury,2021-02-01,2021-02-03,2,placed on IL with left forearm injury
Steven Adams,placed on IL with bruised lower left leg,2020-08-07,2020-08-12,5,placed on IL with bruised left lower leg
Steven Adams,placed on IL with NBA health and safety protocols,2022-01-07,2022-01-14,7,placed on IL with NBA health and safety protocols
Steven Adams,placed on IL with bruised right knee,2020-01-17,2020-01-18,1,placed on IL with bruised tibia in right leg
Steven Adams,placed on IL with toe injury,2021-04-29,2021-05-04,5,placed on IL with kidney stone
Steven Adams,placed on IL with bruised left knee,2019-11-10,2019-11-12,2,placed on IL with bone bruise in left knee
Steven Adams,placed on IL with bruised left knee,2019-10-30,2019-11-05,6,placed on IL with bone bruise in left knee
Steven Adams,placed on IL with calf injury,2018-10-28,2018-10-30,2,placed on IL with glute injury
Steven Adams,placed on IL with sprained left ankle,2020-01-22,2020-01-25,3,placed on IL with strained left calf (P)
Steven Adams,placed on IL with bruised right calf,2017-11-10,2017-11-17,7,placed on IL with bruised right knee
Steven Adams,placed on IL with right hip injury,2022-12-04,2022-12-05,1,placed on IL with right hip flexor injury
Steven Adams,placed on IL with sore left ankle,2022-04-10,2022-04-15,5,placed on IL with surgery on left ankle
Steven Adams,placed on IL with NBA health and safety protocols,2022-04-28,2022-05-06,8,placed on IL with NBA health and safety protocols
Steven Adams,placed on IL with sore right ankle,2022-11-07,2022-11-09,2,placed on IL with right high ankle sprain
Steven Adams,placed on IL with bruised left hip,2018-03-13,2018-03-16,3,placed on IL with bruised head
Steven Adams,placed on IL with fractured right finger,2015-02-09,2015-03-08,27,placed on IL with fractured right pinky finger
Steven Adams,placed on IL with illness,2022-12-12,2022-12-15,3,placed on IL with illness
Steven Adams,placed on IL with illness,2023-01-08,2023-01-09,1,placed on IL with illness
Steven Adams,placed on IL with left calf injury,2022-04-01,2022-04-04,3,placed on IL with left forearm injury
Steven Adams,placed on IL with concussion,2017-12-16,2017-12-20,4,placed on IL with eye contusion
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,2019-03-03,2019-03-13,10,placed on IL
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,2019-03-15,2019-03-24,9,placed on IL
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL with NBA health and safety protocols,2021-03-14,2021-03-16,2,placed on IL with NBA health and safety protocols
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL with NBA health and safety protocols,2022-01-04,2022-01-06,2,placed on IL with NBA health and safety protocols
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,2019-03-26,2019-04-01,6,placed on IL
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,2019-02-13,2019-03-02,17,placed on IL
T.J. Leaf,placed on IL with sore left calf,2018-02-11,2018-02-23,12,placed on IL with strained left calf (P)
T.J. Leaf,placed on IL with sore right knee,2020-01-24,2020-01-26,2,placed on IL with sore right ankle/heel
T.J. Leaf,placed on IL with sprained left ankle,2017-11-05,2017-11-07,2,placed on IL with strained left calf (P)
T.J. Leaf,placed on IL,2017-12-17,2017-12-23,6,placed on IL
T.J. Leaf,placed on IL with sprained right ankle,2018-01-26,2018-01-29,3,placed on IL with right high ankle sprain
T.J. Leaf,placed on IL with illness,2021-05-07,2021-05-08,1,placed on IL with illness
T.J. McConnell,placed on IL with bruised/sprained left shoulder,2017-11-30,2017-12-12,12,placed on IL with bruised/sprained left shoulder
T.J. McConnell,placed on IL with right groin injury,2019-11-16,2019-11-23,7,placed on IL with right adductor injury
T.J. McConnell,placed on IL with right wrist injury (surgery),2021-12-02,2022-04-04,123,placed on IL with right thumb injury (surgery)
T.J. McConnell,placed on IL with illness,2022-12-04,2022-12-07,3,placed on IL with illness
T.J. McConnell,placed on IL with sore back,2023-03-11,2023-03-16,5,placed on IL with sore knee
T.J. Warren,placed on IL with illness,2018-01-05,2018-01-07,2,placed on IL with illness
T.J. Warren,placed on IL with sore lower back,2018-01-14,2018-01-19,5,placed on IL with sore lower back
T.J. Warren,placed on IL with tailbone injury / concussion,2018-02-28,2018-03-02,2,placed on IL with tailbone injury / concussion
T.J. Warren,placed on IL with back spasms,2018-03-08,2018-03-13,5,placed on IL with back spasms
T.J. Warren,placed on IL with lower back spasms,2018-11-04,2018-11-06,2,placed on IL with back spasms
T.J. Warren,placed on IL with sore right ankle,2018-11-30,2018-12-10,10,placed on IL with right high ankle sprain
T.J. Warren,placed on IL with concussion,2020-02-03,2020-02-08,5,placed on IL with eye contusion
T.J. Warren,placed on IL with left leg injury,2020-03-06,2020-03-08,2,placed on IL with left oblique injury
T.J. Warren,placed on IL with sore right foot,2020-08-11,2020-08-18,7,placed on IL with sore foot
T.J. Warren,placed on IL with foot injury,2022-10-19,2022-12-02,44,placed on IL with glute injury
T.J. Warren,placed on IL with fractured left thumb,2014-10-29,2014-11-09,11,placed on IL with fractured left thumb
T.J. Warren,placed on IL with bruised left shin,2023-01-28,2023-02-06,9,placed on IL with bruised left shin
T.J. Warren,placed on IL with illness,2015-11-18,2015-11-20,2,placed on IL with illness
T.J. Warren,placed on IL with illness,2017-04-02,2017-04-05,3,placed on IL with illness
T.J. Warren,placed on IL with illness,2016-11-19,2016-12-17,28,placed on IL with illness
T.J. Warren,placed on IL,2015-02-05,2015-02-08,3,placed on IL
T.J. Warren,placed on IL,2015-01-23,2015-01-25,2,placed on IL
T.J. Warren,placed on IL,2014-11-14,2014-11-17,3,placed on IL
Tacko Fall,placed on IL with concussion,2019-10-26,2019-10-26,0,placed on IL with eye contusion
Tacko Fall,placed on IL with sprained left ankle,2021-01-17,2021-01-19,2,placed on IL with strained left calf (P)
Tacko Fall,placed on IL with eye injury,2020-12-22,2020-12-30,8,placed on IL with glute injury
Taj Gibson,placed on IL with sprained left ankle,2014-11-01,2014-11-04,3,placed on IL with strained left calf (P)
Taj Gibson,placed on IL with sprained right ankle,2014-12-18,2014-12-22,4,placed on IL with right high ankle sprain
Taj Gibson,placed on IL with illness,2015-02-23,2015-02-25,2,placed on IL with illness
Taj Gibson,placed on IL with sore left ankle,2017-01-17,2017-01-20,3,placed on IL with surgery on left ankle
Taj Gibson,placed on IL with groin injury,2021-11-20,2021-11-30,10,placed on IL with cervical injury
Taj Gibson,placed on IL with illness,2017-03-31,2017-04-02,2,placed on IL with illness
Taj Gibson,placed on IL with strained left calf,2019-04-03,2019-04-10,7,placed on IL with strained left calf (P)
Taj Gibson,placed on IL with neck injury,2022-11-12,2022-11-16,4,placed on IL with neck injury
Taj Gibson,placed on IL with sore left ankle,2017-01-29,2017-02-01,3,placed on IL with surgery on left ankle
Taj Gibson,placed on IL,2014-11-24,2014-12-06,12,placed on IL
Taj Gibson,placed on IL with sore left ankle,2015-03-01,2015-03-20,19,placed on IL with surgery on left ankle
Talen Horton-Tucker,placed on IL with surgery on right thumb,2021-10-18,2021-11-14,27,placed on IL with surgery on right thumb
Talen Horton-Tucker,placed on IL with strained right calf,2021-05-06,2021-05-09,3,placed on IL with strained right rotator cuff
Talen Horton-Tucker,placed on IL with NBA health and safety protocols,2021-12-14,2021-12-21,7,placed on IL with NBA health and safety protocols
Talen Horton-Tucker,placed on IL with sprained left ankle,2022-03-21,2022-03-27,6,placed on IL with strained left calf (P)
Talen Horton-Tucker,placed on IL with sprained right ankle,2023-01-08,2023-01-13,5,placed on IL with right high ankle sprain
Tarik Black,placed on IL with thigh injury,2014-11-04,2014-11-06,2,placed on IL with tailbone injury
Tarik Black,placed on IL,2015-12-02,2016-01-03,32,placed on IL
Tarik Black,placed on IL,2016-01-08,2016-01-12,4,placed on IL
Tarik Black,placed on IL,2016-01-29,2016-02-02,4,placed on IL
Tarik Black,placed on IL with sprained right ankle,2016-12-11,2016-12-16,5,placed on IL with right high ankle sprain
Tarik Black,placed on IL with sore right ankle,2016-12-20,2016-12-23,3,placed on IL with right high ankle sprain
Tarik Black,placed on IL with sprained right ankle / illness (DTD),2017-03-17,2017-03-19,2,placed on IL with sprained right ankle (DTD)
Tarik Black,placed on IL with knee injury,2017-04-02,2017-04-05,3,placed on IL with neck injury
Taurean Prince,placed on IL,2017-01-01,2017-01-07,6,placed on IL
Taurean Prince,placed on IL with right Achilles injury,2018-11-17,2018-11-19,2,placed on IL with right Achilles tendon injury
Taurean Prince,placed on IL with left ankle injury,2018-12-05,2019-01-13,39,"placed on IL with left ankle, knee injuries"
Taurean Prince,placed on IL with sprained right ankle,2018-11-06,2018-11-07,1,placed on IL with right high ankle sprain
Taurean Prince,placed on IL,2021-01-13,2021-01-20,7,placed on IL
Taurean Prince,placed on IL with left shoulder injury,2021-03-12,2021-03-29,17,placed on IL with right shoulder injury
Taurean Prince,placed on IL with foot injury,2019-03-29,2019-04-03,5,placed on IL with glute injury
Taurean Prince,placed on IL with NBA health and safety protocols,2021-12-17,2021-12-31,14,placed on IL with NBA health and safety protocols
Tayshaun Prince,placed on IL with sprained left ankle,2014-04-06,2014-04-13,7,placed on IL with strained left calf (P)
Tayshaun Prince,placed on IL,2015-01-14,2015-01-19,5,placed on IL
Terance Mann,placed on IL,2020-01-30,2020-02-01,2,placed on IL
Terance Mann,placed on IL,2020-02-03,2020-02-08,5,placed on IL
Terance Mann,placed on IL with sprained left ankle,2021-11-16,2021-11-18,2,placed on IL with strained left calf (P)
Terance Mann,placed on IL,2019-12-17,2020-01-05,19,placed on IL
Terence Davis,placed on IL with sore left ankle,2021-11-10,2021-11-12,2,placed on IL with surgery on left ankle
Terence Davis,placed on IL with NBA health and safety protocols,2021-12-15,2021-12-25,10,placed on IL with NBA health and safety protocols
Terence Davis,placed on IL with sore left ankle,2021-12-31,2022-01-07,7,placed on IL with surgery on left ankle
Terrance Ferguson,placed on IL with concussion,2018-03-10,2018-03-12,2,placed on IL with eye contusion
Terrance Ferguson,placed on IL with sprained left ankle,2018-11-23,2018-12-03,10,placed on IL with strained left calf (P)
Terrance Ferguson,placed on IL with back spasms,2019-01-29,2019-02-01,3,placed on IL with back spasms
Terrance Ferguson,placed on IL with right hip injury,2019-12-06,2019-12-16,10,placed on IL with right hip flexor injury
Terrance Ferguson,placed on IL with illness,2020-01-18,2020-02-05,18,placed on IL with illness
Terrance Ferguson,placed on IL with NBA health and safety protocols,2021-03-27,2021-03-28,1,placed on IL with NBA health and safety protocols
Terrance Ferguson,placed on IL with lower leg injury,2020-08-03,2021-01-14,164,placed on IL with lower leg injury
Terrence Jones,placed on IL with sprained right thumb,2017-02-15,2017-02-23,8,placed on IL with sprained right big toe
Terrence Jones,placed on IL with illness,2019-03-11,2019-03-13,2,placed on IL with illness
Terrence Jones,placed on IL with nerve inflammation in left leg,2015-01-25,2015-01-28,3,placed on IL with nerve inflammation in left leg
Terrence Jones,placed on IL with injuries suffered in car accident (P) / concussion (CBC Y),2016-02-04,2016-02-23,19,placed on IL with injuries suffered in car accident (P) / concussion (CBC Y)
Terrence Jones,placed on IL with partially collapsed lung,2015-03-27,2015-11-11,229,placed on IL with partially collapsed lung
Terrence Jones,placed on IL with flu,2015-02-10,2015-02-20,10,placed on IL with flu
Terrence Jones,placed on IL with leg injury,2014-11-04,2015-01-12,69,placed on IL with left wrist injury
Terrence Jones,placed on IL with illness,2016-12-23,2016-12-26,3,placed on IL with illness
Terrence Jones,placed on IL with illness,2016-03-05,2016-03-14,9,placed on IL with illness
Terrence Jones,placed on IL,2016-04-13,2016-04-18,5,placed on IL
Terrence Ross,placed on IL with medical tests,2020-08-10,2020-08-18,8,placed on IL with medical tests
Terrence Ross,placed on IL with toe injury,2023-03-01,2023-03-05,4,placed on IL with kidney stone
Terrence Ross,placed on IL with NBA health and safety protocols,2021-12-17,2022-01-01,15,placed on IL with NBA health and safety protocols
Terrence Ross,placed on IL with sore right knee,2021-03-21,2021-03-30,9,placed on IL with sore right ankle/heel
Terrence Ross,placed on IL with sore right knee,2019-11-06,2019-11-10,4,placed on IL with sore right ankle/heel
Terrence Ross,placed on IL with left Achilles injury,2019-03-05,2019-03-08,3,placed on IL with Achilles injury
Terrence Ross,placed on IL with sprained MCL in right knee and fractured right leg,2017-12-01,2018-04-08,128,placed on IL with sprained MCL in right knee and fractured right leg
Terrence Ross,placed on IL with strained left thumb,2016-03-25,2016-03-30,5,placed on IL with strained left thigh
Terrence Ross,placed on IL with left thumb injury,2015-11-10,2015-11-15,5,placed on IL with left wrist injury
Terrence Ross,placed on IL with sprained left ankle,2014-03-02,2014-03-07,5,placed on IL with strained left calf (P)
Terrence Ross,placed on IL with right hamstring injury,2020-12-31,2021-01-02,2,placed on IL with right hamstring injury / knee injury
Terry Rozier,placed on IL with sprained left ankle,2021-10-20,2021-10-22,2,placed on IL with strained left calf (P)
Terry Rozier,placed on IL with sprained right ankle,2021-10-24,2021-10-31,7,placed on IL with right high ankle sprain
Terry Rozier,placed on IL with NBA health and safety protocols,2021-12-04,2021-12-12,8,placed on IL with NBA health and safety protocols
Terry Rozier,placed on IL with sprained right ankle,2022-10-23,2022-11-05,13,placed on IL with right high ankle sprain
Terry Rozier,placed on IL with left knee tendinitis,2021-04-13,2021-04-14,1,placed on IL with left knee tendinitis
Terry Rozier,placed on IL with illness,2019-03-14,2019-03-16,2,placed on IL with illness
Terry Rozier,placed on IL with illness,2019-02-13,2019-02-21,8,placed on IL with illness
Terry Rozier,placed on IL,2016-01-27,2016-01-31,4,placed on IL
Terry Rozier,placed on IL,2016-02-03,2016-02-05,2,placed on IL
Terry Rozier,placed on IL with illness,2020-03-11,2020-07-29,140,placed on IL with illness
Terry Rozier,placed on IL,2015-11-20,2015-11-22,2,placed on IL
Terry Rozier,placed on IL with sore left knee,2020-02-12,2020-02-20,8,placed on IL with sore left/right knee
Terry Rozier,placed on IL with sprained left ankle / sprained left knee,2018-04-03,2018-04-04,1,placed on IL with sprained left ankle / sprained left knee
Terry Rozier,placed on IL with sore left knee,2019-02-27,2019-03-01,2,placed on IL with sore left/right knee
Terry Rozier,placed on IL,2015-12-30,2016-01-24,25,placed on IL
Terry Rozier,placed on IL for rest,2018-04-11,2018-04-15,4,placed on IL for rest
Terry Taylor,placed on IL with illness,2022-02-11,2022-02-12,1,placed on IL with illness
Thabo Sefolosha,placed on IL with groin injury (DTD),2017-01-29,2017-02-24,26,placed on IL with hip injury (P)
Thabo Sefolosha,placed on IL with ankle injury,2015-11-27,2015-11-28,1,placed on IL with glute injury
Thabo Sefolosha,placed on IL with left hamstring injury,2019-03-16,2019-03-18,2,placed on IL with left hamstring injury
Thabo Sefolosha,placed on IL with illness,2019-12-23,2019-12-28,5,placed on IL with illness
Thabo Sefolosha,placed on IL with strained right hamstring,2019-01-07,2019-02-09,33,placed on IL with sore right groin/hamstring
Thabo Sefolosha,placed on IL with sore right knee,2017-11-17,2017-11-18,1,placed on IL with sore right ankle/heel
Thabo Sefolosha,placed on IL with strained right groin,2017-04-01,2017-04-11,10,placed on IL with strained right middle finger
Thabo Sefolosha,placed on IL with strained left calf (P),2014-04-04,2014-04-08,4,placed on IL with strained left calf (P)
Thabo Sefolosha,placed on IL with illness,2014-11-26,2014-11-29,3,placed on IL with illness
Thabo Sefolosha,placed on IL with strained right calf,2015-01-31,2015-03-16,44,placed on IL with strained right rotator cuff
Thabo Sefolosha,placed on IL with sore right wrist,2016-01-09,2016-01-13,4,placed on IL with sore right toe
Thabo Sefolosha,placed on IL with ankle injury,2015-10-29,2015-10-30,1,placed on IL with glute injury
Thabo Sefolosha,placed on IL with ankle injury,2015-11-03,2015-11-04,1,placed on IL with glute injury
Thabo Sefolosha,placed on IL with calf injury,2015-03-18,2015-03-25,7,placed on IL with glute injury
Thabo Sefolosha,placed on IL with ankle injury,2015-11-06,2015-11-07,1,placed on IL with glute injury
Thaddeus Young,placed on IL,2017-03-01,2017-03-05,4,placed on IL
Thaddeus Young,placed on IL with sinus infection,2018-04-20,2018-04-22,2,placed on IL with sinus infection
Thaddeus Young,placed on IL with NBA health and safety protocols,2022-01-06,2022-01-11,5,placed on IL with NBA health and safety protocols
Thaddeus Young,placed on IL with illness,2022-03-03,2022-03-04,1,placed on IL with illness
Thaddeus Young,placed on IL with sprained left wrist,2017-02-04,2017-02-24,20,placed on IL with strained left thigh
Thanasis Antetokounmpo,placed on IL with right knee injury,2021-05-18,2021-06-05,18,placed on IL with meniscus injury in right knee
Thanasis Antetokounmpo,placed on IL with NBA health and safety protocols,2022-01-01,2022-01-05,4,placed on IL with NBA health and safety protocols
Thanasis Antetokounmpo,placed on IL,2016-02-04,2016-02-05,1,placed on IL
Thanasis Antetokounmpo,placed on IL with illness,2019-11-27,2019-12-02,5,placed on IL with illness
Theo Maledon,placed on IL with left foot injury,2021-05-10,2021-05-13,3,placed on IL with left forearm injury
Theo Pinson,placed on IL with fractured finger,2022-02-14,2022-04-04,49,placed on IL with facial fracture
Thomas Bryant,placed on IL,2017-11-22,2017-11-29,7,placed on IL
Thomas Bryant,placed on IL,2018-01-01,2018-01-07,6,placed on IL
Thomas Bryant,placed on IL,2018-01-13,2018-01-21,8,placed on IL
Thomas Bryant,placed on IL,2017-10-19,2017-11-05,17,placed on IL
Thomas Bryant,placed on IL,2018-02-24,2018-03-01,5,placed on IL
Thomas Bryant,placed on IL,2017-11-08,2017-11-15,7,placed on IL
Thomas Bryant,placed on IL with sprained right ankle,2022-02-02,2022-02-04,2,placed on IL with right high ankle sprain
Thomas Bryant,placed on IL,2018-03-30,2018-04-06,7,placed on IL
Thomas Bryant,placed on IL,2017-12-07,2017-12-18,11,placed on IL
Thomas Bryant,placed on IL,2018-01-28,2018-02-08,11,placed on IL
Thomas Bryant,placed on IL with right foot injury,2019-12-03,2020-01-03,31,placed on IL with right foot injury (DTD)
Thomas Bryant,placed on IL with recovering from surgery on left knee to repair torn ACL,2021-10-19,2022-01-12,85,placed on IL recovering from surgery on left knee to repair torn ACL (out for season)
Thomas Bryant,placed on IL with sore right foot,2020-02-07,2020-02-21,14,placed on IL with sore foot
Thomas Robinson,placed on IL,2016-10-30,2016-11-02,3,placed on IL
Thomas Robinson,placed on IL with strained patella in left knee,2014-03-01,2014-03-07,6,placed on IL with strained patellar tendon in left knee
Thomas Robinson,placed on IL,2017-02-02,2017-02-10,8,placed on IL
Thomas Robinson,placed on IL,2017-02-14,2017-02-24,10,placed on IL
Thomas Robinson,placed on IL with flu,2017-02-28,2017-03-03,3,placed on IL with flu
Thon Maker,placed on IL with strained right groin,2018-03-27,2018-04-07,11,placed on IL with strained right middle finger
Tiago Splitter,placed on IL,2015-02-04,2015-02-06,2,placed on IL
Tiago Splitter,placed on IL with strained calf,2015-12-28,2016-01-07,10,placed on IL with strained left calf (P)
Tiago Splitter,placed on IL with sprained right shoulder,2014-01-12,2014-02-01,20,placed on IL with sprained right shoulder
Tiago Splitter,placed on IL,2015-12-10,2015-12-12,2,placed on IL
Tiago Splitter,placed on IL with sore right calf,2014-11-06,2014-12-10,34,placed on IL with sore right ankle/heel
Tiago Splitter,placed on IL with strained right calf,2014-10-28,2014-11-05,8,placed on IL with strained right rotator cuff
Tiago Splitter,placed on IL with strained right calf,2016-10-27,2017-03-28,152,placed on IL with strained right rotator cuff
Tiago Splitter,placed on IL with sore right calf,2015-04-05,2015-04-19,14,placed on IL with sore right ankle/heel
Tiago Splitter,placed on IL with calf injury,2015-11-07,2015-11-09,2,placed on IL with glute injury
Tiago Splitter,placed on IL with sore right hip,2015-11-24,2015-12-04,10,placed on IL with sore right toe
Tibor Pleiss,placed on IL,2016-04-08,2016-04-13,5,placed on IL
Tibor Pleiss,placed on IL,2015-11-15,2015-11-28,13,placed on IL
Tibor Pleiss,placed on IL,2015-11-30,2015-12-16,16,placed on IL
Tibor Pleiss,placed on IL,2015-10-31,2015-11-04,4,placed on IL
Tim Duncan,placed on IL for rest,2016-04-13,2016-04-17,4,placed on IL for rest
Tim Duncan,placed on IL,2015-12-07,2015-12-09,2,placed on IL
Tim Duncan,placed on IL for rest,2014-03-22,2014-04-14,23,placed on IL for rest
Tim Duncan,placed on IL for rest,2015-11-27,2015-11-28,1,placed on IL for rest
Tim Duncan,placed on IL for rest,2015-12-16,2015-12-18,2,placed on IL for rest
Tim Duncan,placed on IL with right knee injury,2015-12-26,2016-01-02,7,placed on IL with meniscus injury in right knee
Tim Duncan,placed on IL for rest,2016-03-26,2016-03-30,4,placed on IL for rest
Tim Duncan,placed on IL,2016-01-21,2016-01-22,1,placed on IL
Tim Duncan,placed on IL with sore right knee,2016-01-25,2016-02-10,16,placed on IL with sore right ankle/heel
Tim Duncan,placed on IL for rest,2016-03-08,2016-03-10,2,placed on IL for rest
Tim Duncan,placed on IL for rest,2016-03-05,2016-03-07,2,placed on IL for rest
Tim Duncan,placed on IL,2016-04-10,2016-04-12,2,placed on IL
Tim Frazier,placed on IL with sprained right wrist,2016-12-15,2016-12-16,1,placed on IL with sprained right wrist
Tim Frazier,placed on IL with illness,2020-01-22,2020-01-24,2,placed on IL with illness
Tim Frazier,placed on IL recovering from surgery to repair fractured nose,2018-02-14,2018-02-22,8,placed on IL recovering from surgery to repair fractured orbital bone
Tim Frazier,placed on IL with strained right shoulder,2019-11-02,2019-11-11,9,placed on IL with right shoulder tendinitis
Tim Hardaway Jr.,placed on IL with illness,2020-03-06,2020-03-08,2,placed on IL with illness
Tim Hardaway Jr.,placed on IL with sore right ankle,2021-05-02,2021-05-03,1,placed on IL with right high ankle sprain
Tim Hardaway Jr.,placed on IL with illness,2022-12-19,2022-12-21,2,placed on IL with illness
Tim Hardaway Jr.,placed on IL with strained left hamstring,2019-12-31,2020-01-06,6,placed on IL with strained left adductor
Tim Hardaway Jr.,placed on IL with hamstring injury,2019-02-02,2019-02-06,4,placed on IL with abdominal injury
Tim Hardaway Jr.,placed on IL with illness,2018-12-27,2018-12-29,2,placed on IL with illness
Tim Hardaway Jr.,placed on IL,2018-01-15,2018-01-17,2,placed on IL
Tim Hardaway Jr.,placed on IL with sore left leg,2017-12-03,2018-01-14,42,placed on IL with sore left leg (tibia)
Tim Hardaway Jr.,placed on IL,2016-12-26,2016-12-28,2,placed on IL
Tim Hardaway Jr.,placed on IL,2015-12-12,2016-01-05,24,placed on IL
Tim Hardaway Jr.,placed on IL,2015-11-30,2015-12-10,10,placed on IL
Tim Hardaway Jr.,placed on IL,2015-11-07,2015-11-13,6,placed on IL
Tim Hardaway Jr.,placed on IL,2015-11-01,2015-11-03,2,placed on IL
Tim Hardaway Jr.,placed on IL,2015-10-27,2015-10-29,2,placed on IL
Tim Hardaway Jr.,placed on IL with concussion,2015-01-02,2015-01-04,2,placed on IL with eye contusion
Tim Hardaway Jr.,placed on IL with tightness in right hamstring,2023-02-13,2023-02-22,9,placed on IL with tightness in right hamstring
Tim Hardaway Jr.,placed on IL with left calf injury,2023-03-15,2023-03-17,2,placed on IL with left forearm injury
