Player,Injury,Start Date,Return Date,Days Missed,Injury Category
Quentin Grimes,Right Knee Injury,2022-02-26,2022-03-18,20,Knee
Quincy Acy,Ankle Injury,2017-03-30,2017-04-02,3,Ankle
Quincy Acy,Unknown,2015-10-30,2015-10-31,1,Other/Unspecified
Quincy Acy,Sprained Left Ankle,2017-02-07,2017-03-01,22,Ankle
Quincy Acy,Strained Left Groin,2017-10-29,2017-11-06,8,Hip/Groin
Quincy Acy,Strained Right Middle Finger,2018-02-06,2018-02-10,4,Wrist/Hand/Finger
Quincy Miller,Unknown,2015-03-11,2015-03-17,6,Other/Unspecified
Quinn Cook,Unknown,2017-11-25,2017-11-27,2,Other/Unspecified
Quinn Cook,Unknown,2018-01-13,2018-02-02,20,Other/Unspecified
Quinn Cook,Unknown,2018-02-03,2018-02-24,21,Other/Unspecified
Quinn Cook,Unknown,2017-11-16,2017-11-24,8,Other/Unspecified
Quinn Cook,Unknown,2017-10-29,2017-11-13,15,Other/Unspecified
Quinn Cook,Unknown,2017-10-23,2017-10-27,4,Other/Unspecified
Quinn Cook,Unknown,2017-10-17,2017-10-20,3,Other/Unspecified
Quinn Cook,Unknown,2017-12-27,2018-01-12,16,Other/Unspecified
Quinn Cook,Unknown,2017-11-29,2017-12-06,7,Other/Unspecified
Quinndary Weatherspoon,Unknown For Conditioning,2021-02-27,2021-03-02,3,Medical/Conditioning
Quinndary Weatherspoon,Sore Left Ankle,2022-04-02,2022-04-03,1,Ankle
Quinndary Weatherspoon,Sore Left Ankle,2022-03-28,2022-03-30,2,Ankle
R.J. Barrett,Illness,2021-12-02,2021-12-04,2,General Illness
R.J. Barrett,Laceration On Right Index Finger,2022-12-29,2023-01-11,13,Wrist/Hand/Finger
R.J. Barrett,Illness,2023-04-02,2023-04-07,5,General Illness
R.J. Barrett,Sprained Right Ankle,2020-01-18,2020-02-06,19,Ankle
R.J. Barrett,Sprained Left Ankle,2022-02-10,2022-02-25,15,Ankle
R.J. Hampton,Left Knee Injury,2022-01-20,2022-02-24,35,Knee
R.J. Hunter,Unknown,2018-03-30,2018-04-05,6,Other/Unspecified
R.J. Hunter,Unknown,2018-01-30,2018-03-25,54,Other/Unspecified
R.J. Hunter,Unknown,2018-04-10,2018-04-11,1,Other/Unspecified
R.J. Hunter,Unknown Will Illness,2015-10-28,2015-10-30,2,General Illness
R.J. Hunter,Unknown,2016-11-04,2016-11-15,11,Other/Unspecified
R.J. Hunter,Unknown,2016-10-29,2016-11-02,4,Other/Unspecified
R.J. Hunter,Unknown,2016-02-05,2016-02-07,2,Other/Unspecified
R.J. Hunter,Strained Left Hip Flexor,2015-12-11,2015-12-15,4,Hip/Groin
R.J. Hunter,Unknown,2016-01-25,2016-01-27,2,Other/Unspecified
R.J. Hunter,Unknown,2016-12-08,2016-12-13,5,Other/Unspecified
R.J. Hunter,Unknown,2016-01-31,2016-02-03,3,Other/Unspecified
Rajon Rondo,Sprained Right Ankle,2016-12-13,2016-12-15,2,Ankle
Rajon Rondo,Right Finger Injury,2018-12-27,2019-01-24,28,Wrist/Hand/Finger
Rajon Rondo,Fractured Right Hand,2018-11-17,2018-12-21,34,Face/Nose
Rajon Rondo,Left Hand Injury,2014-11-08,2014-11-12,4,Wrist/Hand/Finger
Rajon Rondo,Sprained Right Wrist,2017-04-06,2017-04-12,6,Wrist/Hand/Finger
Rajon Rondo,Fractured Left Orbital Bone And Fractured Nose,2015-02-02,2015-02-19,17,Face/Nose
Rajon Rondo,Right Calf Injury,2019-10-22,2019-11-12,21,Calf/Shin
Rajon Rondo,Unknown For Rest,2015-04-10,2015-04-12,2,Other/Unspecified
Rajon Rondo,Sprained Right Ankle,2017-03-06,2017-03-08,2,Ankle
Rajon Rondo,Unknown  Surgery To Repair Sports Hernia,2017-10-17,2017-11-13,27,Medical/Conditioning
Rajon Rondo,Strained Left Hamstring,2019-12-08,2019-12-13,5,Thigh
Rajon Rondo,Sore Left Knee,2020-12-31,2021-01-04,4,Knee
Rajon Rondo,Fractured Right Thumb,2020-07-30,2020-08-22,23,Face/Nose
Rajon Rondo,Sprained Right Ankle,2022-03-14,2022-04-03,20,Ankle
Rajon Rondo,Right Big Toe Injury,2022-02-25,2022-03-08,11,Foot/Toe
Rajon Rondo,Right Hamstring Injury,2022-01-12,2022-01-24,12,Thigh
Rajon Rondo,Right Wrist Injury,2021-04-23,2021-04-26,3,Wrist/Hand/Finger
Rajon Rondo,Right Adductor Injury,2021-04-09,2021-04-11,2,General Injury
Rajon Rondo,Gastroenteritis,2021-12-09,2021-12-10,1,General Illness
Rajon Rondo,Sore Lower Back,2021-02-09,2021-02-23,14,Back/Spine
Rajon Rondo,Sprained Left Ankle,2021-01-27,2021-01-29,2,Ankle
Rajon Rondo,Sore Left Knee,2021-01-05,2021-01-15,10,Knee
Rajon Rondo,Back Spasms,2020-08-24,2020-09-04,11,Back/Spine
Rajon Rondo,Right Adductor Injury,2021-03-27,2021-04-04,8,General Injury
Rajon Rondo,Fractured Finger,2020-01-13,2020-01-20,7,Face/Nose
Rakeem Christmas,Unknown,2016-12-04,2017-01-05,32,Other/Unspecified
Rakeem Christmas,Unknown,2017-02-13,2017-02-16,3,Other/Unspecified
Rakeem Christmas,Right Groin Injury,2017-02-01,2017-02-04,3,Hip/Groin
Rakeem Christmas,Unknown,2017-01-07,2017-01-23,16,Other/Unspecified
Rakeem Christmas,Unknown,2016-11-14,2016-11-21,7,Other/Unspecified
Rakeem Christmas,Unknown,2015-10-28,2015-12-31,64,Other/Unspecified
Rakeem Christmas,Unknown,2016-01-02,2016-04-13,102,Other/Unspecified
Rakeem Christmas,Unknown,2016-10-26,2016-10-29,3,Other/Unspecified
Rakeem Christmas,Unknown,2016-11-25,2016-11-30,5,Other/Unspecified
Rakeem Christmas,Unknown,2016-11-01,2016-11-12,11,Other/Unspecified
Ramon Sessions,Strained Lower Back,2014-12-27,2015-01-21,25,Back/Spine
Ramon Sessions,Unknown,2018-04-14,2018-04-27,13,Other/Unspecified
Randy Foye,Unknown,2014-11-14,2014-11-17,3,Other/Unspecified
Randy Foye,Strained Right Quadriceps,2014-11-25,2015-01-17,53,Thigh
Randy Foye,Strained Hamstring,2016-10-26,2016-11-04,9,Thigh
Rashad Vaughn,Unknown,2017-10-21,2017-10-29,8,Other/Unspecified
Rashad Vaughn,Unknown,2017-12-26,2018-01-20,25,Other/Unspecified
Rashad Vaughn,Unknown,2017-02-01,2017-02-04,3,Other/Unspecified
Rashad Vaughn,Sprained Left Ankle,2016-12-23,2017-01-10,18,Ankle
Rashad Vaughn,Unknown,2016-11-19,2016-11-25,6,Other/Unspecified
Rashad Vaughn,Sore Right Knee,2018-03-05,2018-03-07,2,Knee
Rashad Vaughn,Unknown,2016-11-27,2016-12-01,4,Other/Unspecified
Rasual Butler,Unknown,2015-12-18,2015-12-21,3,Other/Unspecified
Rasual Butler,Unknown,2016-03-07,2016-03-08,1,Other/Unspecified
Rasual Butler,Unknown,2015-12-25,2015-12-26,1,Other/Unspecified
Rasual Butler,Unknown,2015-12-28,2016-01-06,9,Other/Unspecified
Rasual Butler,Unknown,2016-01-08,2016-01-14,6,Other/Unspecified
Raulzinho Neto / Raul Neto,Unknown,2017-02-24,2017-03-01,5,Other/Unspecified
Raulzinho Neto / Raul Neto,Strained Left Hamstring,2023-03-23,2023-03-31,8,Thigh
Raulzinho Neto / Raul Neto,Unknown,2017-01-26,2017-02-01,6,Other/Unspecified
Raulzinho Neto / Raul Neto,Right Ankle Injury,2022-11-02,2022-11-04,2,Ankle
Raulzinho Neto / Raul Neto,Rib Injury,2021-03-30,2021-04-01,2,Abdomen/Core
Raulzinho Neto / Raul Neto,Sore Left Ankle,2019-04-05,2019-04-14,9,Ankle
Raulzinho Neto / Raul Neto,Left Hamstring Injury,2019-02-28,2019-03-13,13,Thigh
Raulzinho Neto / Raul Neto,Strained Left Groin,2019-01-12,2019-02-06,25,Hip/Groin
Raulzinho Neto / Raul Neto,Right Thigh Injury,2018-12-12,2018-12-15,3,Thigh
Raulzinho Neto / Raul Neto,Left Groin Injury,2021-01-31,2021-02-07,7,Hip/Groin
Raulzinho Neto / Raul Neto,Fractured Left Wrist,2018-03-13,2018-04-08,26,Face/Nose
Raulzinho Neto / Raul Neto,Strained Right Groin,2017-04-07,2017-04-08,1,Hip/Groin
Raulzinho Neto / Raul Neto,Unknown,2017-04-15,2017-04-18,3,Other/Unspecified
Raulzinho Neto / Raul Neto,Right Hamstring Injury,2018-10-17,2018-11-19,33,Thigh
Raulzinho Neto / Raul Neto,Unknown,2017-01-07,2017-01-14,7,Other/Unspecified
Raulzinho Neto / Raul Neto,Sore Left Hamstring,2017-11-30,2017-12-04,4,Thigh
Raulzinho Neto / Raul Neto,Concussion,2017-12-13,2018-01-15,33,Head
Raulzinho Neto / Raul Neto,Right Hamstring Injury,2017-10-18,2017-10-20,2,Thigh
Ray Allen,Stomach Virus,2014-03-28,2014-04-02,5,General Illness
Ray McCallum Jr.,Unknown,2016-01-14,2016-01-21,7,Other/Unspecified
Ray McCallum Jr.,Unknown,2014-01-19,2014-01-21,2,Other/Unspecified
Ray McCallum Jr.,Unknown,2015-12-12,2015-12-26,14,Other/Unspecified
Ray McCallum Jr.,Unknown,2015-11-28,2015-12-05,7,Other/Unspecified
Ray McCallum Jr.,Unknown,2016-01-08,2016-01-12,4,Other/Unspecified
Raymond Felton,Ankle Injury,2014-11-24,2014-12-28,34,Ankle
Raymond Felton,Left Eye Injury,2016-01-20,2016-01-22,2,Face/Nose
Raymond Felton,Sprained Right Ankle,2014-10-28,2014-11-14,17,Ankle
Reggie Bullock,Surgery On Neck,2019-10-23,2020-01-01,70,Neck
Reggie Bullock,Unknown,2014-01-10,2014-01-15,5,Other/Unspecified
Reggie Bullock,Unknown,2014-01-18,2014-01-22,4,Other/Unspecified
Reggie Bullock,Unknown,2014-04-19,2014-05-01,12,Other/Unspecified
Reggie Bullock,Sprained Right Ankle,2014-12-03,2014-12-13,10,Ankle
Reggie Bullock,Unknown,2015-01-19,2015-01-21,2,Other/Unspecified
Reggie Bullock,Unknown,2015-01-30,2015-02-02,3,Other/Unspecified
Reggie Bullock,Back Injury,2016-10-26,2016-11-07,12,Back/Spine
Reggie Bullock,Right Foot Injury,2019-03-24,2019-03-27,3,Foot/Toe
Reggie Bullock,Sprained Left Ankle,2019-01-29,2019-01-31,2,Ankle
Reggie Bullock,Sprained Left Ankle,2018-12-05,2018-12-15,10,Ankle
Reggie Bullock,Sore Neck,2020-01-16,2020-01-18,2,Neck
Reggie Bullock,Illness,2020-02-29,2020-03-04,4,General Illness
Reggie Bullock,Right Hip Injury,2021-01-11,2021-01-15,4,Hip/Groin
Reggie Bullock,Sore Neck,2021-01-24,2021-01-31,7,Neck
Reggie Bullock,Unknown,2015-02-08,2015-02-20,12,Other/Unspecified
Reggie Bullock,Sprained Right Ankle,2021-03-25,2021-03-29,4,Ankle
Reggie Bullock,Sore Right Knee,2022-01-17,2022-01-19,2,Knee
Reggie Bullock,Bruised Left Hip,2022-02-15,2022-02-25,10,Hip/Groin
Reggie Bullock,Illness,2022-12-29,2022-12-31,2,General Illness
Reggie Bullock,Bruised Right Quadriceps,2023-03-08,2023-03-10,2,Thigh
Reggie Bullock,Sprained Right Foot,2017-03-27,2017-04-05,9,Foot/Toe
Reggie Bullock,Illness,2017-02-06,2017-02-08,2,General Illness
Reggie Bullock,Torn Meniscus In Left Knee,2016-11-25,2017-01-13,49,Knee
Reggie Bullock,Illness,2021-11-23,2021-11-26,3,General Illness
Reggie Bullock,Left Ankle Injury,2018-11-05,2018-11-07,2,Ankle
Reggie Bullock,Unknown,2014-01-01,2014-01-06,5,Other/Unspecified
Reggie Evans,Bruised Right Knee,2015-02-20,2015-02-25,5,Knee
Reggie Evans,Unknown,2015-01-30,2015-02-07,8,Other/Unspecified
Reggie Evans,Bruised Left Knee,2014-12-18,2014-12-21,3,Knee
Reggie Hearn,Unknown,2018-03-13,2018-04-06,24,Other/Unspecified
Reggie Hearn,Unknown,2018-02-12,2018-03-07,23,Other/Unspecified
Reggie Hearn,Unknown,2018-01-19,2018-02-05,17,Other/Unspecified
Reggie Jackson (Shon),Left Knee Injury,2016-10-26,2016-12-02,37,Knee
Reggie Jackson (Shon),Sprained Right Ankle,2017-12-28,2018-03-20,82,Ankle
Reggie Jackson (Shon),Left Achilles Injury,2021-05-14,2021-05-16,2,Ankle
Reggie Jackson (Shon),Left Achilles Injury,2022-12-15,2022-12-21,6,Ankle
Reggie Jackson (Shon),Strained Abdominal Muscle,2016-04-13,2016-04-17,4,Abdomen/Core
Reggie Perry,Ineligible,2022-02-06,2022-02-14,8,Medical/Conditioning
Reggie Perry,Left Groin Injury,2021-01-07,2021-01-08,1,Hip/Groin
Reggie Williams,Unknown,2015-04-01,2015-04-05,4,Other/Unspecified
Reggie Williams,Unknown,2014-04-03,2014-04-04,1,Other/Unspecified
Reggie Williams,Unknown,2015-02-08,2015-02-09,1,Other/Unspecified
Reggie Williams,Unknown,2015-03-12,2015-03-17,5,Other/Unspecified
Reggie Williams,Unknown,2015-02-28,2015-03-10,10,Other/Unspecified
Reggie Williams,Unknown,2016-12-21,2016-12-23,2,Other/Unspecified
Reggie Williams,Unknown,2015-02-25,2015-02-27,2,Other/Unspecified
Richard Jefferson,Unknown,2017-11-17,2017-11-19,2,Other/Unspecified
Richard Jefferson,Unknown,2017-10-21,2017-10-23,2,Other/Unspecified
Richard Jefferson,Unknown,2014-11-17,2014-11-19,2,Other/Unspecified
Richaun Holmes,Illness,2023-03-03,2023-03-06,3,General Illness
Richaun Holmes,Right Eye Injury,2021-12-09,2021-12-22,13,Face/Nose
Richaun Holmes,Illness,2022-11-17,2022-11-20,3,General Illness
Richaun Holmes,Sore Back,2022-02-26,2022-03-05,7,Back/Spine
Richaun Holmes,Sprained Right Shoulder,2020-01-07,2020-03-07,60,Shoulder
Richaun Holmes,Migraine Headache,2019-03-30,2019-04-01,2,Head
Richaun Holmes,Strained Right Quadriceps,2019-03-18,2019-03-21,3,Thigh
Richaun Holmes,Illness,2018-12-31,2019-01-02,2,General Illness
Richaun Holmes,Gastroenteritis,2018-01-18,2018-01-20,2,General Illness
Richaun Holmes,Fractured Hand/Wrist,2017-10-18,2017-11-07,20,Face/Nose
Richaun Holmes,Concussion,2017-01-13,2017-01-21,8,Head
Richaun Holmes,Strained Right Achilles Tendon,2016-03-18,2016-03-23,5,Ankle
Richaun Holmes,Strained Right Ankle  /Calf,2016-02-05,2016-02-08,3,Calf/Shin
Richaun Holmes,Strained Right Hamstring,2021-04-14,2021-04-25,11,Thigh
Richaun Holmes,Sprained Right Foot,2019-01-20,2019-01-27,7,Foot/Toe
Richaun Holmes,Right Eye Injury,2021-11-24,2021-11-29,5,Face/Nose
Ricky Ledo,Unknown,2014-12-30,2015-02-02,34,Other/Unspecified
Ricky Ledo,Unknown,2014-01-18,2014-01-22,4,Other/Unspecified
Ricky Ledo,Unknown,2014-01-24,2014-01-31,7,Other/Unspecified
Ricky Ledo,Unknown,2014-11-28,2014-12-13,15,Other/Unspecified
Ricky Ledo,Unknown,2014-10-28,2014-11-26,29,Other/Unspecified
Ricky Ledo,Unknown,2014-12-16,2014-12-20,4,Other/Unspecified
Ricky Rubio,Right Hamstring Injury,2019-04-03,2019-04-05,2,Thigh
Ricky Rubio,Illness,2019-12-21,2019-12-23,2,General Illness
Ricky Rubio,Unknown,2014-11-12,2015-02-02,82,Other/Unspecified
Ricky Rubio,Hamstring Injury,2015-11-12,2015-11-17,5,Thigh
Ricky Rubio,Ankle Injury,2015-11-29,2015-12-01,2,Ankle
Ricky Rubio,Sprained Right Elbow,2016-11-01,2016-11-12,11,Arm/Elbow
Ricky Rubio,Unknown  Torn Acl In Left Knee,2022-10-19,2023-01-12,85,Knee
Ricky Rubio,Bruised Left Knee,2019-10-26,2019-10-28,2,Knee
Ricky Rubio,Bruised Left Quadricep,2019-04-07,2019-04-14,7,Soft Tissue
Ricky Rubio,Sore Left Hip,2018-02-11,2018-02-23,12,Hip/Groin
Ricky Rubio,Bruised Lower Back,2018-12-29,2019-01-01,3,Back/Spine
Ricky Rubio,Strained Right Hamstring,2019-01-08,2019-01-21,13,Thigh
Ricky Rubio,Left Hamstring Injury,2019-02-28,2019-03-02,2,Thigh
Ricky Rubio,Hip Injury,2019-03-08,2019-03-13,5,Hip/Groin
Ricky Rubio,Unknown For Personal Reasons,2017-01-22,2017-01-24,2,Other/Unspecified
Ricky Rubio,Unknown For Personal Reasons,2020-01-14,2020-01-15,1,Other/Unspecified
Rob Edwards,Unknown,2022-01-05,2022-01-06,1,Other/Unspecified
Robbie Hummel,Unknown,2014-01-10,2014-02-08,29,Other/Unspecified
Robbie Hummel,Fractured Right Hand,2015-03-02,2015-03-29,27,Face/Nose
Robbie Hummel,Fractured Right Hand,2015-01-28,2015-02-27,30,Face/Nose
Robbie Hummel,Unknown,2014-03-01,2014-03-09,8,Other/Unspecified
Robert Covington,Sprained Mcl In Right Knee,2022-01-26,2022-01-28,2,Knee
Robert Covington,Concussion,2021-01-29,2021-01-30,1,Head
Robert Covington,Sore Right Knee,2018-12-08,2018-12-10,2,Knee
Robert Covington,Unknown,2018-11-10,2018-11-14,4,Other/Unspecified
Robert Covington,Unknown,2014-02-08,2014-02-10,2,Other/Unspecified
Robert Covington,Unknown,2014-02-19,2014-04-11,51,Other/Unspecified
Robert Covington,Unknown,2014-04-14,2014-04-16,2,Other/Unspecified
Robert Covington,Bruised Lower Back,2017-12-10,2017-12-15,5,Back/Spine
Robert Sacre,Unknown,2016-01-03,2016-01-05,2,Other/Unspecified
Robert Sacre,Unknown,2015-12-01,2015-12-02,1,Other/Unspecified
Robert Sacre,Unknown,2015-11-01,2015-11-28,27,Other/Unspecified
Robert Sacre,Unknown,2016-01-12,2016-01-17,5,Other/Unspecified
Robert Sacre,Unknown,2016-01-28,2016-01-29,1,Other/Unspecified
Robert Sacre,Unknown,2016-01-07,2016-01-08,1,Other/Unspecified
Robert Sacre,Unknown,2016-02-24,2016-02-26,2,Other/Unspecified
Robert Williams III,Sore Left Hip,2019-12-09,2020-02-29,82,Hip/Groin
Robert Williams III,Left Hip Injury,2021-02-11,2021-02-14,3,Hip/Groin
Robert Williams III,Unknown,2018-12-06,2018-12-10,4,Other/Unspecified
Robert Williams III,Illness,2019-03-18,2019-03-20,2,General Illness
Robert Williams III,Illness,2019-02-13,2019-02-21,8,General Illness
Robert Williams III,Sore Left Knee,2021-11-17,2021-11-22,5,Knee
Robert Williams III,Unknown,2019-01-30,2019-02-07,8,Other/Unspecified
Robert Williams III,Illness,2021-11-24,2021-11-30,6,General Illness
Robert Williams III,Unknown,2019-01-26,2019-01-28,2,Other/Unspecified
Robert Williams III,Unknown,2019-01-21,2019-01-23,2,Other/Unspecified
Robert Williams III,Right Big Toe Injury,2022-01-02,2022-01-05,3,Foot/Toe
Robert Williams III,Tightness In Right Calf,2022-02-15,2022-02-23,8,Calf/Shin
Robert Williams III,Right Knee Injury,2022-03-21,2022-03-23,2,Knee
Robert Williams III,Torn Meniscus In Left Knee,2022-03-28,2022-04-23,26,Knee
Robert Williams III,Sore Left Knee,2022-05-09,2022-05-15,6,Knee
Robert Williams III,Sore Left Knee,2022-05-21,2022-05-23,2,Knee
Robert Williams III,Unknown,2022-12-23,2022-12-25,2,Other/Unspecified
Robert Williams III,Unknown,2019-01-16,2019-01-19,3,Other/Unspecified
Robert Williams III,Sprained Left Ankle,2023-02-08,2023-02-22,14,Ankle
Robert Williams III,Strained Left Hamstring,2023-03-04,2023-03-21,17,Thigh
Robert Williams III,Unknown,2023-01-03,2023-01-05,2,Other/Unspecified
Robert Williams III,Left Knee Injury,2023-01-11,2023-01-12,1,Knee
Robert Williams III,Left Knee Injury,2023-01-23,2023-01-24,1,Knee
Robert Williams III,Illness,2020-12-25,2020-12-27,2,General Illness
Robert Williams III,Unknown,2018-10-16,2018-10-20,4,Other/Unspecified
Robert Williams III,Unknown,2018-11-11,2018-11-23,12,Other/Unspecified
Robert Williams III,Strained Left Groin,2018-12-27,2019-01-07,11,Hip/Groin
Robert Williams III,Bruised Lower Back,2019-03-24,2019-03-29,5,Back/Spine
Robert Williams III,Turf Toe / Sprained Left Toe,2021-05-11,2021-05-18,7,Foot/Toe
Robert Williams III,Illness,2021-10-30,2021-10-31,1,General Illness
Robert Williams III,Turf Toe,2021-05-07,2021-05-09,2,Foot/Toe
Robert Williams III,Sore Left Hip,2019-11-01,2019-11-05,4,Hip/Groin
Robert Williams III,Sore Left Knee,2021-04-15,2021-04-28,13,Knee
Robert Woodard II,Illness,2022-01-02,2022-01-03,1,General Illness
Robert Woodard II,Sore Lower Back,2021-04-18,2021-05-14,26,Back/Spine
Robert Woodard II,Unknown,2021-10-22,2021-10-24,2,Other/Unspecified
Robert Woodard II,Unknown,2021-12-10,2021-12-15,5,Other/Unspecified
Robert Woodard II,Unknown,2021-01-30,2021-03-17,46,Other/Unspecified
Robert Woodard II,Unknown,2021-11-22,2021-12-04,12,Other/Unspecified
Robin Lopez,Unknown,2020-01-14,2020-01-16,2,Other/Unspecified
Robin Lopez,Sprained Left Ankle,2021-04-26,2021-04-28,2,Ankle
Robin Lopez,Unknown,2018-03-21,2018-03-23,2,Other/Unspecified
Robin Lopez,Illness,2020-01-18,2020-01-27,9,General Illness
Robin Lopez,Unknown,2018-02-22,2018-03-09,15,Other/Unspecified
Robin Lopez,Fractured Right Hand,2014-12-23,2015-02-03,42,Face/Nose
Rodions Kurucs,Unknown,2021-01-13,2021-01-16,3,Other/Unspecified
Rodions Kurucs,Unknown,2018-11-23,2018-11-28,5,Other/Unspecified
Rodions Kurucs,Biceps Injury,2021-04-25,2021-04-27,2,Arm/Elbow
Rodions Kurucs,Sprained Left Ankle,2018-10-24,2018-11-02,9,Ankle
Rodions Kurucs,Strained Left Oblique Muscle,2021-03-11,2021-04-01,21,Abdomen/Core
Rodney Hood,Right Achilles Injury,2021-12-18,2021-12-21,3,Ankle
Rodney Hood,Sore Right Achilles,2022-01-28,2022-01-30,2,Ankle
Rodney Hood,Strained Lower Back,2018-03-11,2018-03-15,4,Back/Spine
Rodney Hood,Sore Right Foot,2021-10-18,2021-10-23,5,Foot/Toe
Rodney Hood,Sore Left Ankle,2017-12-01,2017-12-07,6,Ankle
Rodney Hood,Strained Lower Back,2018-03-19,2018-03-23,4,Back/Spine
Rodney Hood,Strained Left Calf,2017-10-21,2017-10-25,4,Calf/Shin
Rodney Hood,Sore Right Knee,2017-03-01,2017-03-05,4,Knee
Rodney Hood,Unknown,2015-01-07,2015-01-16,9,Other/Unspecified
Rodney Hood,Right Knee Tendinitis,2021-04-20,2021-04-26,6,Knee
Rodney Hood,Unknown,2017-01-20,2017-01-26,6,Other/Unspecified
Rodney Hood,Illness,2016-11-14,2016-11-17,3,General Illness
Rodney Hood,Right Hip Flexor Injury,2021-04-02,2021-04-10,8,Hip/Groin
Rodney Hood,Sore Right Foot,2015-11-13,2015-11-15,2,Foot/Toe
Rodney Hood,Illness,2015-03-25,2015-03-28,3,General Illness
Rodney Hood,Foot Injury,2014-11-09,2014-11-29,20,Foot/Toe
Rodney Hood,Foot Injury / Bruised Left Knee,2015-01-21,2015-02-20,30,Knee
Rodney Hood,Strained Left Quadriceps,2021-01-02,2021-01-07,5,Thigh
Rodney Hood,Right Hip Injury,2019-03-12,2019-03-15,3,Hip/Groin
Rodney Hood,Unknown,2019-02-05,2019-02-07,2,Other/Unspecified
Rodney Hood,Left Achilles Injury,2019-01-08,2019-01-09,1,Ankle
Rodney Hood,Left Achilles Injury,2018-12-23,2018-12-26,3,Ankle
Rodney Hood,Right Knee Injury,2017-02-04,2017-02-24,20,Knee
Rodney Hood,Sprained Left Foot,2021-02-14,2021-02-17,3,Foot/Toe
Rodney Hood,Sore Left Achilles,2018-04-09,2018-04-15,6,Ankle
Rodney McGruder,Strained Right Hamstring,2019-12-01,2019-12-13,12,Thigh
Rodney McGruder,Unknown Player Not With Team,2022-01-18,2022-01-18,0,Other/Unspecified
Rodney McGruder,Sprained Right Elbow,2021-03-19,2021-03-26,7,Arm/Elbow
Rodney McGruder,Sore Left Knee,2019-03-18,2019-04-03,16,Knee
Rodney McGruder,Sprained Right Ankle,2019-10-22,2019-10-30,8,Ankle
Rodney McGruder,Unknown  Surgery On Lower Left Leg To Repair Stress Fracture,2017-10-17,2018-02-27,133,Face/Nose
Rodney McGruder,Stomach Illness,2018-12-23,2018-12-26,3,General Illness
Rodney McGruder,Sprained Right Ankle,2023-03-06,2023-03-07,1,Ankle
Rodney Stuckey,Sprained Right Ankle,2016-01-26,2016-02-26,31,Ankle
Rodney Stuckey,Sore Right Hamstring,2016-10-29,2016-11-18,20,Thigh
Rodney Stuckey,Strained Patellar Tendon In Left Knee,2017-03-28,2017-03-29,1,Knee
Rodney Stuckey,Sprained Right Ankle,2017-02-03,2017-02-06,3,Ankle
Rodney Stuckey,Calf Injury,2015-03-23,2015-03-29,6,Calf/Shin
Rodney Stuckey,Sore Left Hamstring,2016-12-28,2017-02-01,35,Thigh
Romeo Langford,Left Adductor Injury,2023-01-25,2023-03-04,38,General Injury
Romeo Langford,Left Adductor Injury,2023-03-05,2023-03-10,5,General Injury
Romeo Langford,Left Adductor Injury,2023-03-16,2023-03-19,3,General Injury
Romeo Langford,Sprained Left Ankle,2021-12-04,2021-12-06,2,Ankle
Romeo Langford,Left Adductor Injury,2023-03-22,2023-03-26,4,General Injury
Romeo Langford,Illness,2022-01-02,2022-01-05,3,General Illness
Romeo Langford,Sore Right Knee,2019-10-23,2019-10-30,7,Knee
Romeo Langford,Illness,2019-11-05,2019-11-11,6,General Illness
Romeo Langford,Unknown,2019-11-15,2019-12-11,26,Other/Unspecified
Romeo Langford,Illness,2020-01-06,2020-01-12,6,General Illness
Romeo Langford,Concussion,2021-05-05,2021-05-07,2,Head
Romeo Langford,Left Calf Injury,2021-10-24,2021-10-30,6,Calf/Shin
Romeo Langford,Left Groin Injury,2022-02-25,2022-03-03,6,Hip/Groin
Romeo Langford,Strained Right Hamstring,2022-03-08,2022-04-02,25,Thigh
Romeo Langford,Left Heel Injury,2022-04-04,2022-04-06,2,Foot/Toe
Ron Baker,Fractured Orbital Bone,2018-01-02,2018-01-03,1,Face/Nose
Ron Baker,Sore Left Ankle,2017-10-27,2017-11-24,28,Ankle
Ron Baker,Unknown,2017-11-27,2017-11-29,2,Other/Unspecified
Ron Baker,Unknown,2017-12-06,2017-12-09,3,Other/Unspecified
Ron Baker,Unknown,2018-01-14,2018-01-15,1,Other/Unspecified
Ron Baker,Unknown,2016-12-30,2016-12-31,1,Other/Unspecified
Ron Baker,Sore Ankle,2016-10-29,2016-11-02,4,Ankle
Ron Baker,Unknown,2016-11-09,2016-11-11,2,Other/Unspecified
Ron Baker,Unknown,2016-11-12,2016-11-14,2,Other/Unspecified
Rondae Hollis-Jefferson,Unknown  Surgery On Right Ankle To Repair Fractured Bone,2015-12-10,2016-03-22,103,Face/Nose
Rondae Hollis-Jefferson,Unknown,2016-03-29,2016-04-01,3,Other/Unspecified
Rondae Hollis-Jefferson,Strained Right Groin,2018-01-27,2018-02-26,30,Hip/Groin
Rondae Hollis-Jefferson,Left Groin Injury,2019-10-21,2019-10-26,5,Hip/Groin
Rondae Hollis-Jefferson,Sprained Right Ankle,2020-01-28,2020-02-05,8,Ankle
Rondae Hollis-Jefferson,Left Knee Injury,2020-08-21,2020-08-23,2,Knee
Rondae Hollis-Jefferson,Sprained Right Ankle,2017-11-27,2017-12-02,5,Ankle
Ronnie Price,Concussion,2015-11-14,2015-11-18,4,Head
Ronnie Price,Left Leg Injury,2017-03-21,2017-03-28,7,General Injury
